week,year,month,isoweek,isoYear,date,division,cases,pop
1,2006,1,2006-W01-1,2006,02/01/2006,central,0,342594
2,2006,1,2006-W02-1,2006,09/01/2006,central,0,342594
3,2006,1,2006-W03-1,2006,16/01/2006,central,0,342594
4,2006,1,2006-W04-1,2006,23/01/2006,central,0,342594
5,2006,1,2006-W05-1,2006,30/01/2006,central,0,342594
6,2006,2,2006-W06-1,2006,06/02/2006,central,0,342594
7,2006,2,2006-W07-1,2006,13/02/2006,central,0,342594
8,2006,2,2006-W08-1,2006,20/02/2006,central,0,342594
9,2006,2,2006-W09-1,2006,27/02/2006,central,0,342594
10,2006,3,2006-W10-1,2006,06/03/2006,central,0,342594
11,2006,3,2006-W11-1,2006,13/03/2006,central,0,342594
12,2006,3,2006-W12-1,2006,20/03/2006,central,0,342594
13,2006,3,2006-W13-1,2006,27/03/2006,central,0,342594
14,2006,4,2006-W14-1,2006,03/04/2006,central,0,342594
15,2006,4,2006-W15-1,2006,10/04/2006,central,0,342594
16,2006,4,2006-W16-1,2006,17/04/2006,central,0,342594
17,2006,4,2006-W17-1,2006,24/04/2006,central,0,342594
18,2006,5,2006-W18-1,2006,01/05/2006,central,0,342594
19,2006,5,2006-W19-1,2006,08/05/2006,central,0,342594
20,2006,5,2006-W20-1,2006,15/05/2006,central,0,342594
21,2006,5,2006-W21-1,2006,22/05/2006,central,0,342594
22,2006,5,2006-W22-1,2006,29/05/2006,central,0,342594
23,2006,6,2006-W23-1,2006,05/06/2006,central,0,342594
24,2006,6,2006-W24-1,2006,12/06/2006,central,0,342594
25,2006,6,2006-W25-1,2006,19/06/2006,central,0,342594
26,2006,6,2006-W26-1,2006,26/06/2006,central,0,342594
27,2006,7,2006-W27-1,2006,03/07/2006,central,0,342594
28,2006,7,2006-W28-1,2006,10/07/2006,central,0,342594
29,2006,7,2006-W29-1,2006,17/07/2006,central,0,342594
30,2006,7,2006-W30-1,2006,24/07/2006,central,0,342594
31,2006,7,2006-W31-1,2006,31/07/2006,central,0,342594
32,2006,8,2006-W32-1,2006,07/08/2006,central,0,342594
33,2006,8,2006-W33-1,2006,14/08/2006,central,0,342594
34,2006,8,2006-W34-1,2006,21/08/2006,central,0,342594
35,2006,8,2006-W35-1,2006,28/08/2006,central,0,342594
36,2006,9,2006-W36-1,2006,04/09/2006,central,0,342594
37,2006,9,2006-W37-1,2006,11/09/2006,central,1,342594
38,2006,9,2006-W38-1,2006,18/09/2006,central,1,342594
39,2006,9,2006-W39-1,2006,25/09/2006,central,1,342594
40,2006,10,2006-W40-1,2006,02/10/2006,central,0,342594
41,2006,10,2006-W41-1,2006,09/10/2006,central,1,342594
42,2006,10,2006-W42-1,2006,16/10/2006,central,0,342594
43,2006,10,2006-W43-1,2006,23/10/2006,central,0,342594
44,2006,10,2006-W44-1,2006,30/10/2006,central,0,342594
45,2006,11,2006-W45-1,2006,06/11/2006,central,1,342594
46,2006,11,2006-W46-1,2006,13/11/2006,central,0,342594
47,2006,11,2006-W47-1,2006,20/11/2006,central,0,342594
48,2006,11,2006-W48-1,2006,27/11/2006,central,0,342594
49,2006,12,2006-W49-1,2006,04/12/2006,central,0,342594
50,2006,12,2006-W50-1,2006,11/12/2006,central,2,342594
51,2006,12,2006-W51-1,2006,18/12/2006,central,1,342594
1,2007,1,2007-W01-1,2007,01/01/2007,central,2,342594
2,2007,1,2007-W02-1,2007,08/01/2007,central,1,342594
3,2007,1,2007-W03-1,2007,15/01/2007,central,1,342594
4,2007,1,2007-W04-1,2007,22/01/2007,central,0,342594
5,2007,1,2007-W05-1,2007,29/01/2007,central,0,342594
6,2007,2,2007-W06-1,2007,05/02/2007,central,1,342594
7,2007,2,2007-W07-1,2007,12/02/2007,central,0,342594
8,2007,2,2007-W08-1,2007,19/02/2007,central,0,342594
9,2007,2,2007-W09-1,2007,26/02/2007,central,0,342594
10,2007,3,2007-W10-1,2007,05/03/2007,central,1,342594
11,2007,3,2007-W11-1,2007,12/03/2007,central,4,342594
12,2007,3,2007-W12-1,2007,19/03/2007,central,3,342594
13,2007,3,2007-W13-1,2007,26/03/2007,central,2,342594
14,2007,4,2007-W14-1,2007,02/04/2007,central,2,342594
15,2007,4,2007-W15-1,2007,09/04/2007,central,6,342594
16,2007,4,2007-W16-1,2007,16/04/2007,central,0,342594
17,2007,4,2007-W17-1,2007,23/04/2007,central,1,342594
18,2007,4,2007-W18-1,2007,30/04/2007,central,3,342594
19,2007,5,2007-W19-1,2007,07/05/2007,central,0,342594
20,2007,5,2007-W20-1,2007,14/05/2007,central,10,342594
21,2007,5,2007-W21-1,2007,21/05/2007,central,3,342594
22,2007,5,2007-W22-1,2007,28/05/2007,central,3,342594
23,2007,6,2007-W23-1,2007,04/06/2007,central,0,342594
24,2007,6,2007-W24-1,2007,11/06/2007,central,7,342594
25,2007,6,2007-W25-1,2007,18/06/2007,central,2,342594
26,2007,6,2007-W26-1,2007,25/06/2007,central,3,342594
27,2007,7,2007-W27-1,2007,02/07/2007,central,3,342594
28,2007,7,2007-W28-1,2007,09/07/2007,central,3,342594
29,2007,7,2007-W29-1,2007,16/07/2007,central,1,342594
30,2007,7,2007-W30-1,2007,23/07/2007,central,0,342594
31,2007,7,2007-W31-1,2007,30/07/2007,central,3,342594
32,2007,8,2007-W32-1,2007,06/08/2007,central,0,342594
33,2007,8,2007-W33-1,2007,13/08/2007,central,1,342594
34,2007,8,2007-W34-1,2007,20/08/2007,central,1,342594
35,2007,8,2007-W35-1,2007,27/08/2007,central,0,342594
36,2007,9,2007-W36-1,2007,03/09/2007,central,0,342594
37,2007,9,2007-W37-1,2007,10/09/2007,central,5,342594
38,2007,9,2007-W38-1,2007,17/09/2007,central,1,342594
39,2007,9,2007-W39-1,2007,24/09/2007,central,0,342594
40,2007,10,2007-W40-1,2007,01/10/2007,central,2,342594
41,2007,10,2007-W41-1,2007,08/10/2007,central,0,342594
42,2007,10,2007-W42-1,2007,15/10/2007,central,2,342594
43,2007,10,2007-W43-1,2007,22/10/2007,central,1,342594
44,2007,10,2007-W44-1,2007,29/10/2007,central,3,342594
45,2007,11,2007-W45-1,2007,05/11/2007,central,0,342594
46,2007,11,2007-W46-1,2007,12/11/2007,central,2,342594
47,2007,11,2007-W47-1,2007,19/11/2007,central,0,342594
48,2007,11,2007-W48-1,2007,26/11/2007,central,0,342594
49,2007,12,2007-W49-1,2007,03/12/2007,central,6,342594
50,2007,12,2007-W50-1,2007,10/12/2007,central,0,342594
51,2007,12,2007-W51-1,2007,17/12/2007,central,0,342594
52,2007,12,2007-W52-1,2007,24/12/2007,central,0,342594
1,2008,1,2008-W01-2,2008,01/01/2008,central,0,346149.4
2,2008,1,2008-W02-1,2008,07/01/2008,central,0,346149.4
3,2008,1,2008-W03-1,2008,14/01/2008,central,4,346149.4
4,2008,1,2008-W04-1,2008,21/01/2008,central,3,346149.4
5,2008,1,2008-W05-1,2008,28/01/2008,central,2,346149.4
6,2008,2,2008-W06-1,2008,04/02/2008,central,0,346149.4
7,2008,2,2008-W07-1,2008,11/02/2008,central,4,346149.4
8,2008,2,2008-W08-1,2008,18/02/2008,central,0,346149.4
9,2008,2,2008-W09-1,2008,25/02/2008,central,0,346149.4
10,2008,3,2008-W10-1,2008,03/03/2008,central,0,346149.4
11,2008,3,2008-W11-1,2008,10/03/2008,central,0,346149.4
12,2008,3,2008-W12-1,2008,17/03/2008,central,0,346149.4
13,2008,3,2008-W13-1,2008,24/03/2008,central,0,346149.4
14,2008,3,2008-W14-1,2008,31/03/2008,central,0,346149.4
15,2008,4,2008-W15-1,2008,07/04/2008,central,0,346149.4
16,2008,4,2008-W16-1,2008,14/04/2008,central,0,346149.4
17,2008,4,2008-W17-1,2008,21/04/2008,central,0,346149.4
18,2008,4,2008-W18-1,2008,28/04/2008,central,0,346149.4
19,2008,5,2008-W19-1,2008,05/05/2008,central,0,346149.4
20,2008,5,2008-W20-1,2008,12/05/2008,central,0,346149.4
21,2008,5,2008-W21-1,2008,19/05/2008,central,0,346149.4
22,2008,5,2008-W22-1,2008,26/05/2008,central,0,346149.4
23,2008,6,2008-W23-1,2008,02/06/2008,central,0,346149.4
24,2008,6,2008-W24-1,2008,09/06/2008,central,0,346149.4
25,2008,6,2008-W25-1,2008,16/06/2008,central,0,346149.4
26,2008,6,2008-W26-1,2008,23/06/2008,central,0,346149.4
27,2008,6,2008-W27-1,2008,30/06/2008,central,0,346149.4
28,2008,7,2008-W28-1,2008,07/07/2008,central,0,346149.4
29,2008,7,2008-W29-1,2008,14/07/2008,central,0,346149.4
30,2008,7,2008-W30-1,2008,21/07/2008,central,0,346149.4
31,2008,7,2008-W31-1,2008,28/07/2008,central,0,346149.4
32,2008,8,2008-W32-1,2008,04/08/2008,central,0,346149.4
33,2008,8,2008-W33-1,2008,11/08/2008,central,0,346149.4
34,2008,8,2008-W34-1,2008,18/08/2008,central,0,346149.4
35,2008,8,2008-W35-1,2008,25/08/2008,central,0,346149.4
36,2008,9,2008-W36-1,2008,01/09/2008,central,2,346149.4
37,2008,9,2008-W37-1,2008,08/09/2008,central,0,346149.4
38,2008,9,2008-W38-1,2008,15/09/2008,central,0,346149.4
39,2008,9,2008-W39-1,2008,22/09/2008,central,0,346149.4
40,2008,9,2008-W40-1,2008,29/09/2008,central,0,346149.4
41,2008,10,2008-W41-1,2008,06/10/2008,central,0,346149.4
42,2008,10,2008-W42-1,2008,13/10/2008,central,0,346149.4
43,2008,10,2008-W43-1,2008,20/10/2008,central,0,346149.4
44,2008,10,2008-W44-1,2008,27/10/2008,central,0,346149.4
45,2008,11,2008-W45-1,2008,03/11/2008,central,0,346149.4
46,2008,11,2008-W46-1,2008,10/11/2008,central,0,346149.4
47,2008,11,2008-W47-1,2008,17/11/2008,central,0,346149.4
48,2008,11,2008-W48-1,2008,24/11/2008,central,0,346149.4
49,2008,12,2008-W49-1,2008,01/12/2008,central,0,346149.4
50,2008,12,2008-W50-1,2008,08/12/2008,central,0,346149.4
51,2008,12,2008-W51-1,2008,15/12/2008,central,0,346149.4
52,2008,12,2008-W52-1,2008,22/12/2008,central,0,346149.4
1,2009,1,2009-W01-4,2009,01/01/2009,central,1,349704.8
2,2009,1,2009-W02-1,2009,05/01/2009,central,3,349704.8
3,2009,1,2009-W03-1,2009,12/01/2009,central,0,349704.8
4,2009,1,2009-W04-1,2009,19/01/2009,central,4,349704.8
5,2009,1,2009-W05-1,2009,26/01/2009,central,9,349704.8
6,2009,2,2009-W06-1,2009,02/02/2009,central,6,349704.8
7,2009,2,2009-W07-1,2009,09/02/2009,central,0,349704.8
8,2009,2,2009-W08-1,2009,16/02/2009,central,1,349704.8
9,2009,2,2009-W09-1,2009,23/02/2009,central,3,349704.8
10,2009,3,2009-W10-1,2009,02/03/2009,central,1,349704.8
11,2009,3,2009-W11-1,2009,09/03/2009,central,6,349704.8
12,2009,3,2009-W12-1,2009,16/03/2009,central,4,349704.8
13,2009,3,2009-W13-1,2009,23/03/2009,central,0,349704.8
14,2009,3,2009-W14-1,2009,30/03/2009,central,5,349704.8
15,2009,4,2009-W15-1,2009,06/04/2009,central,5,349704.8
16,2009,4,2009-W16-1,2009,13/04/2009,central,1,349704.8
17,2009,4,2009-W17-1,2009,20/04/2009,central,1,349704.8
18,2009,4,2009-W18-1,2009,27/04/2009,central,3,349704.8
19,2009,5,2009-W19-1,2009,04/05/2009,central,4,349704.8
20,2009,5,2009-W20-1,2009,11/05/2009,central,2,349704.8
21,2009,5,2009-W21-1,2009,18/05/2009,central,3,349704.8
22,2009,5,2009-W22-1,2009,25/05/2009,central,2,349704.8
23,2009,6,2009-W23-1,2009,01/06/2009,central,1,349704.8
24,2009,6,2009-W24-1,2009,08/06/2009,central,2,349704.8
25,2009,6,2009-W25-1,2009,15/06/2009,central,1,349704.8
26,2009,6,2009-W26-1,2009,22/06/2009,central,1,349704.8
27,2009,6,2009-W27-1,2009,29/06/2009,central,0,349704.8
28,2009,7,2009-W28-1,2009,06/07/2009,central,1,349704.8
29,2009,7,2009-W29-1,2009,13/07/2009,central,1,349704.8
30,2009,7,2009-W30-1,2009,20/07/2009,central,0,349704.8
31,2009,7,2009-W31-1,2009,27/07/2009,central,0,349704.8
32,2009,8,2009-W32-1,2009,03/08/2009,central,0,349704.8
33,2009,8,2009-W33-1,2009,10/08/2009,central,0,349704.8
34,2009,8,2009-W34-1,2009,17/08/2009,central,0,349704.8
35,2009,8,2009-W35-1,2009,24/08/2009,central,1,349704.8
36,2009,8,2009-W36-1,2009,31/08/2009,central,0,349704.8
37,2009,9,2009-W37-1,2009,07/09/2009,central,0,349704.8
38,2009,9,2009-W38-1,2009,14/09/2009,central,0,349704.8
39,2009,9,2009-W39-1,2009,21/09/2009,central,0,349704.8
40,2009,9,2009-W40-1,2009,28/09/2009,central,0,349704.8
41,2009,10,2009-W41-1,2009,05/10/2009,central,0,349704.8
42,2009,10,2009-W42-1,2009,12/10/2009,central,0,349704.8
43,2009,10,2009-W43-1,2009,19/10/2009,central,0,349704.8
44,2009,10,2009-W44-1,2009,26/10/2009,central,0,349704.8
45,2009,11,2009-W45-1,2009,02/11/2009,central,0,349704.8
46,2009,11,2009-W46-1,2009,09/11/2009,central,0,349704.8
47,2009,11,2009-W47-1,2009,16/11/2009,central,0,349704.8
48,2009,11,2009-W48-1,2009,23/11/2009,central,0,349704.8
49,2009,11,2009-W49-1,2009,30/11/2009,central,0,349704.8
50,2009,12,2009-W50-1,2009,07/12/2009,central,0,349704.8
51,2009,12,2009-W51-1,2009,14/12/2009,central,0,349704.8
52,2009,12,2009-W52-1,2009,21/12/2009,central,0,349704.8
1,2010,1,2010-W01-1,2010,04/01/2010,central,0,353260.2
2,2010,1,2010-W02-1,2010,11/01/2010,central,0,353260.2
3,2010,1,2010-W03-1,2010,18/01/2010,central,0,353260.2
4,2010,1,2010-W04-1,2010,25/01/2010,central,0,353260.2
5,2010,2,2010-W05-1,2010,01/02/2010,central,1,353260.2
6,2010,2,2010-W06-1,2010,08/02/2010,central,0,353260.2
7,2010,2,2010-W07-1,2010,15/02/2010,central,0,353260.2
8,2010,2,2010-W08-1,2010,22/02/2010,central,0,353260.2
9,2010,3,2010-W09-1,2010,01/03/2010,central,0,353260.2
10,2010,3,2010-W10-1,2010,08/03/2010,central,0,353260.2
11,2010,3,2010-W11-1,2010,15/03/2010,central,0,353260.2
12,2010,3,2010-W12-1,2010,22/03/2010,central,0,353260.2
13,2010,3,2010-W13-1,2010,29/03/2010,central,0,353260.2
14,2010,4,2010-W14-1,2010,05/04/2010,central,0,353260.2
15,2010,4,2010-W15-1,2010,12/04/2010,central,0,353260.2
16,2010,4,2010-W16-1,2010,19/04/2010,central,0,353260.2
17,2010,4,2010-W17-1,2010,26/04/2010,central,0,353260.2
18,2010,5,2010-W18-1,2010,03/05/2010,central,0,353260.2
19,2010,5,2010-W19-1,2010,10/05/2010,central,0,353260.2
20,2010,5,2010-W20-1,2010,17/05/2010,central,0,353260.2
21,2010,5,2010-W21-1,2010,24/05/2010,central,0,353260.2
22,2010,5,2010-W22-1,2010,31/05/2010,central,0,353260.2
23,2010,6,2010-W23-1,2010,07/06/2010,central,0,353260.2
24,2010,6,2010-W24-1,2010,14/06/2010,central,0,353260.2
25,2010,6,2010-W25-1,2010,21/06/2010,central,0,353260.2
26,2010,6,2010-W26-1,2010,28/06/2010,central,0,353260.2
27,2010,7,2010-W27-1,2010,05/07/2010,central,0,353260.2
28,2010,7,2010-W28-1,2010,12/07/2010,central,0,353260.2
29,2010,7,2010-W29-1,2010,19/07/2010,central,0,353260.2
30,2010,7,2010-W30-1,2010,26/07/2010,central,0,353260.2
31,2010,8,2010-W31-1,2010,02/08/2010,central,0,353260.2
32,2010,8,2010-W32-1,2010,09/08/2010,central,0,353260.2
33,2010,8,2010-W33-1,2010,16/08/2010,central,0,353260.2
34,2010,8,2010-W34-1,2010,23/08/2010,central,0,353260.2
35,2010,8,2010-W35-1,2010,30/08/2010,central,1,353260.2
36,2010,9,2010-W36-1,2010,06/09/2010,central,0,353260.2
37,2010,9,2010-W37-1,2010,13/09/2010,central,0,353260.2
38,2010,9,2010-W38-1,2010,20/09/2010,central,0,353260.2
39,2010,9,2010-W39-1,2010,27/09/2010,central,0,353260.2
40,2010,10,2010-W40-1,2010,04/10/2010,central,0,353260.2
41,2010,10,2010-W41-1,2010,11/10/2010,central,0,353260.2
42,2010,10,2010-W42-1,2010,18/10/2010,central,0,353260.2
43,2010,10,2010-W43-1,2010,25/10/2010,central,0,353260.2
44,2010,11,2010-W44-1,2010,01/11/2010,central,0,353260.2
45,2010,11,2010-W45-1,2010,08/11/2010,central,0,353260.2
46,2010,11,2010-W46-1,2010,15/11/2010,central,0,353260.2
47,2010,11,2010-W47-1,2010,22/11/2010,central,0,353260.2
48,2010,11,2010-W48-1,2010,29/11/2010,central,0,353260.2
49,2010,12,2010-W49-1,2010,06/12/2010,central,0,353260.2
50,2010,12,2010-W50-1,2010,13/12/2010,central,0,353260.2
51,2010,12,2010-W51-1,2010,20/12/2010,central,0,353260.2
52,2010,12,2010-W52-1,2010,27/12/2010,central,1,353260.2
52,2011,1,2010-W52-6,2010,01/01/2011,central,0,356815.6
1,2011,1,2011-W01-1,2011,03/01/2011,central,0,356815.6
2,2011,1,2011-W02-1,2011,10/01/2011,central,1,356815.6
3,2011,1,2011-W03-1,2011,17/01/2011,central,1,356815.6
4,2011,1,2011-W04-1,2011,24/01/2011,central,1,356815.6
5,2011,1,2011-W05-1,2011,31/01/2011,central,1,356815.6
6,2011,2,2011-W06-1,2011,07/02/2011,central,2,356815.6
7,2011,2,2011-W07-1,2011,14/02/2011,central,2,356815.6
8,2011,2,2011-W08-1,2011,21/02/2011,central,0,356815.6
9,2011,2,2011-W09-1,2011,28/02/2011,central,0,356815.6
10,2011,3,2011-W10-1,2011,07/03/2011,central,0,356815.6
11,2011,3,2011-W11-1,2011,14/03/2011,central,1,356815.6
12,2011,3,2011-W12-1,2011,21/03/2011,central,0,356815.6
13,2011,3,2011-W13-1,2011,28/03/2011,central,0,356815.6
14,2011,4,2011-W14-1,2011,04/04/2011,central,0,356815.6
15,2011,4,2011-W15-1,2011,11/04/2011,central,0,356815.6
16,2011,4,2011-W16-1,2011,18/04/2011,central,0,356815.6
17,2011,4,2011-W17-1,2011,25/04/2011,central,1,356815.6
18,2011,5,2011-W18-1,2011,02/05/2011,central,2,356815.6
19,2011,5,2011-W19-1,2011,09/05/2011,central,2,356815.6
20,2011,5,2011-W20-1,2011,16/05/2011,central,3,356815.6
21,2011,5,2011-W21-1,2011,23/05/2011,central,3,356815.6
22,2011,5,2011-W22-1,2011,30/05/2011,central,3,356815.6
23,2011,6,2011-W23-1,2011,06/06/2011,central,2,356815.6
24,2011,6,2011-W24-1,2011,13/06/2011,central,1,356815.6
25,2011,6,2011-W25-1,2011,20/06/2011,central,1,356815.6
26,2011,6,2011-W26-1,2011,27/06/2011,central,1,356815.6
27,2011,7,2011-W27-1,2011,04/07/2011,central,1,356815.6
28,2011,7,2011-W28-1,2011,11/07/2011,central,1,356815.6
29,2011,7,2011-W29-1,2011,18/07/2011,central,1,356815.6
30,2011,7,2011-W30-1,2011,25/07/2011,central,1,356815.6
31,2011,8,2011-W31-1,2011,01/08/2011,central,1,356815.6
32,2011,8,2011-W32-1,2011,08/08/2011,central,1,356815.6
33,2011,8,2011-W33-1,2011,15/08/2011,central,0,356815.6
34,2011,8,2011-W34-1,2011,22/08/2011,central,0,356815.6
35,2011,8,2011-W35-1,2011,29/08/2011,central,1,356815.6
36,2011,9,2011-W36-1,2011,05/09/2011,central,0,356815.6
37,2011,9,2011-W37-1,2011,12/09/2011,central,0,356815.6
38,2011,9,2011-W38-1,2011,19/09/2011,central,0,356815.6
39,2011,9,2011-W39-1,2011,26/09/2011,central,0,356815.6
40,2011,10,2011-W40-1,2011,03/10/2011,central,0,356815.6
41,2011,10,2011-W41-1,2011,10/10/2011,central,0,356815.6
42,2011,10,2011-W42-1,2011,17/10/2011,central,0,356815.6
43,2011,10,2011-W43-1,2011,24/10/2011,central,1,356815.6
44,2011,10,2011-W44-1,2011,31/10/2011,central,0,356815.6
45,2011,11,2011-W45-1,2011,07/11/2011,central,0,356815.6
46,2011,11,2011-W46-1,2011,14/11/2011,central,0,356815.6
47,2011,11,2011-W47-1,2011,21/11/2011,central,0,356815.6
48,2011,11,2011-W48-1,2011,28/11/2011,central,1,356815.6
49,2011,12,2011-W49-1,2011,05/12/2011,central,0,356815.6
50,2011,12,2011-W50-1,2011,12/12/2011,central,1,356815.6
51,2011,12,2011-W51-1,2011,19/12/2011,central,3,356815.6
52,2012,1,2011-W52-7,2011,01/01/2012,central,3,360371
1,2012,1,2012-W01-1,2012,02/01/2012,central,5,360371
2,2012,1,2012-W02-1,2012,09/01/2012,central,0,360371
3,2012,1,2012-W03-1,2012,16/01/2012,central,0,360371
4,2012,1,2012-W04-1,2012,23/01/2012,central,2,360371
5,2012,1,2012-W05-1,2012,30/01/2012,central,1,360371
6,2012,2,2012-W06-1,2012,06/02/2012,central,1,360371
7,2012,2,2012-W07-1,2012,13/02/2012,central,4,360371
8,2012,2,2012-W08-1,2012,20/02/2012,central,2,360371
9,2012,2,2012-W09-1,2012,27/02/2012,central,0,360371
10,2012,3,2012-W10-1,2012,05/03/2012,central,1,360371
11,2012,3,2012-W11-1,2012,12/03/2012,central,3,360371
12,2012,3,2012-W12-1,2012,19/03/2012,central,2,360371
13,2012,3,2012-W13-1,2012,26/03/2012,central,1,360371
14,2012,4,2012-W14-1,2012,02/04/2012,central,1,360371
15,2012,4,2012-W15-1,2012,09/04/2012,central,9,360371
16,2012,4,2012-W16-1,2012,16/04/2012,central,5,360371
17,2012,4,2012-W17-1,2012,23/04/2012,central,4,360371
18,2012,4,2012-W18-1,2012,30/04/2012,central,5,360371
19,2012,5,2012-W19-1,2012,07/05/2012,central,4,360371
20,2012,5,2012-W20-1,2012,14/05/2012,central,4,360371
21,2012,5,2012-W21-1,2012,21/05/2012,central,2,360371
22,2012,5,2012-W22-1,2012,28/05/2012,central,5,360371
23,2012,6,2012-W23-1,2012,04/06/2012,central,3,360371
24,2012,6,2012-W24-1,2012,11/06/2012,central,3,360371
25,2012,6,2012-W25-1,2012,18/06/2012,central,6,360371
26,2012,6,2012-W26-1,2012,25/06/2012,central,6,360371
27,2012,7,2012-W27-1,2012,02/07/2012,central,3,360371
28,2012,7,2012-W28-1,2012,09/07/2012,central,2,360371
29,2012,7,2012-W29-1,2012,16/07/2012,central,0,360371
30,2012,7,2012-W30-1,2012,23/07/2012,central,1,360371
31,2012,7,2012-W31-1,2012,30/07/2012,central,3,360371
32,2012,8,2012-W32-1,2012,06/08/2012,central,3,360371
33,2012,8,2012-W33-1,2012,13/08/2012,central,2,360371
34,2012,8,2012-W34-1,2012,20/08/2012,central,0,360371
35,2012,8,2012-W35-1,2012,27/08/2012,central,1,360371
36,2012,9,2012-W36-1,2012,03/09/2012,central,1,360371
37,2012,9,2012-W37-1,2012,10/09/2012,central,1,360371
38,2012,9,2012-W38-1,2012,17/09/2012,central,1,360371
39,2012,9,2012-W39-1,2012,24/09/2012,central,6,360371
40,2012,10,2012-W40-1,2012,01/10/2012,central,1,360371
41,2012,10,2012-W41-1,2012,08/10/2012,central,6,360371
42,2012,10,2012-W42-1,2012,15/10/2012,central,4,360371
43,2012,10,2012-W43-1,2012,22/10/2012,central,4,360371
44,2012,10,2012-W44-1,2012,29/10/2012,central,1,360371
45,2012,11,2012-W45-1,2012,05/11/2012,central,3,360371
46,2012,11,2012-W46-1,2012,12/11/2012,central,1,360371
47,2012,11,2012-W47-1,2012,19/11/2012,central,0,360371
48,2012,11,2012-W48-1,2012,26/11/2012,central,2,360371
49,2012,12,2012-W49-1,2012,03/12/2012,central,2,360371
50,2012,12,2012-W50-1,2012,10/12/2012,central,3,360371
51,2012,12,2012-W51-1,2012,17/12/2012,central,5,360371
1,2013,1,2013-W01-2,2013,01/01/2013,central,5,363926.4
2,2013,1,2013-W02-1,2013,07/01/2013,central,2,363926.4
3,2013,1,2013-W03-1,2013,14/01/2013,central,6,363926.4
4,2013,1,2013-W04-1,2013,21/01/2013,central,5,363926.4
5,2013,1,2013-W05-1,2013,28/01/2013,central,1,363926.4
6,2013,2,2013-W06-1,2013,04/02/2013,central,3,363926.4
7,2013,2,2013-W07-1,2013,11/02/2013,central,5,363926.4
8,2013,2,2013-W08-1,2013,18/02/2013,central,5,363926.4
9,2013,2,2013-W09-1,2013,25/02/2013,central,6,363926.4
10,2013,3,2013-W10-1,2013,04/03/2013,central,5,363926.4
11,2013,3,2013-W11-1,2013,11/03/2013,central,2,363926.4
12,2013,3,2013-W12-1,2013,18/03/2013,central,3,363926.4
13,2013,3,2013-W13-1,2013,25/03/2013,central,0,363926.4
14,2013,4,2013-W14-1,2013,01/04/2013,central,0,363926.4
15,2013,4,2013-W15-1,2013,08/04/2013,central,0,363926.4
16,2013,4,2013-W16-1,2013,15/04/2013,central,0,363926.4
17,2013,4,2013-W17-1,2013,22/04/2013,central,0,363926.4
18,2013,4,2013-W18-1,2013,29/04/2013,central,2,363926.4
19,2013,5,2013-W19-1,2013,06/05/2013,central,0,363926.4
20,2013,5,2013-W20-1,2013,13/05/2013,central,0,363926.4
21,2013,5,2013-W21-1,2013,20/05/2013,central,2,363926.4
22,2013,5,2013-W22-1,2013,27/05/2013,central,1,363926.4
23,2013,6,2013-W23-1,2013,03/06/2013,central,1,363926.4
24,2013,6,2013-W24-1,2013,10/06/2013,central,1,363926.4
25,2013,6,2013-W25-1,2013,17/06/2013,central,1,363926.4
26,2013,6,2013-W26-1,2013,24/06/2013,central,0,363926.4
27,2013,7,2013-W27-1,2013,01/07/2013,central,0,363926.4
28,2013,7,2013-W28-1,2013,08/07/2013,central,4,363926.4
29,2013,7,2013-W29-1,2013,15/07/2013,central,1,363926.4
30,2013,7,2013-W30-1,2013,22/07/2013,central,0,363926.4
31,2013,7,2013-W31-1,2013,29/07/2013,central,0,363926.4
32,2013,8,2013-W32-1,2013,05/08/2013,central,0,363926.4
33,2013,8,2013-W33-1,2013,12/08/2013,central,0,363926.4
34,2013,8,2013-W34-1,2013,19/08/2013,central,0,363926.4
35,2013,8,2013-W35-1,2013,26/08/2013,central,0,363926.4
36,2013,9,2013-W36-1,2013,02/09/2013,central,0,363926.4
37,2013,9,2013-W37-1,2013,09/09/2013,central,1,363926.4
38,2013,9,2013-W38-1,2013,16/09/2013,central,0,363926.4
39,2013,9,2013-W39-1,2013,23/09/2013,central,0,363926.4
40,2013,9,2013-W40-1,2013,30/09/2013,central,0,363926.4
41,2013,10,2013-W41-1,2013,07/10/2013,central,0,363926.4
42,2013,10,2013-W42-1,2013,14/10/2013,central,1,363926.4
43,2013,10,2013-W43-1,2013,21/10/2013,central,1,363926.4
44,2013,10,2013-W44-1,2013,28/10/2013,central,0,363926.4
45,2013,11,2013-W45-1,2013,04/11/2013,central,0,363926.4
46,2013,11,2013-W46-1,2013,11/11/2013,central,0,363926.4
47,2013,11,2013-W47-1,2013,18/11/2013,central,1,363926.4
48,2013,11,2013-W48-1,2013,25/11/2013,central,0,363926.4
49,2013,12,2013-W49-1,2013,02/12/2013,central,0,363926.4
50,2013,12,2013-W50-1,2013,09/12/2013,central,0,363926.4
51,2013,12,2013-W51-1,2013,16/12/2013,central,0,363926.4
52,2013,12,2013-W52-1,2013,23/12/2013,central,1,363926.4
1,2014,1,2014-W01-3,2014,01/01/2014,central,1,367481.8
2,2014,1,2014-W02-1,2014,06/01/2014,central,0,367481.8
3,2014,1,2014-W03-1,2014,13/01/2014,central,1,367481.8
4,2014,1,2014-W04-1,2014,20/01/2014,central,0,367481.8
5,2014,1,2014-W05-1,2014,27/01/2014,central,0,367481.8
